Pos.x [m];Pos.y [m];Pos.z [m];Idp;Vel.x [m/s];Vel.y [m/s];Vel.z [m/s];Rhop [kg/m^3];Type DualSphysics;
  1.3000000E-01;  6.7000002E-01;  3.1000000E-01;54;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  2.2000000E-01;  6.7000002E-01;  3.9999999E-02;67;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0032078E+03;0;
  2.2000000E-01;  6.7000002E-01;  1.3000000E-01;68;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0020344E+03;0;
  2.2000000E-01;  6.7000002E-01;  2.2000000E-01;69;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  2.2000000E-01;  6.7000002E-01;  3.1000000E-01;70;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  3.1000000E-01;  6.7000002E-01;  3.9999999E-02;83;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0019835E+03;0;
  3.1000000E-01;  6.7000002E-01;  1.3000000E-01;84;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0028326E+03;0;
  3.1000000E-01;  6.7000002E-01;  2.2000000E-01;85;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  3.1000000E-01;  6.7000002E-01;  3.1000000E-01;86;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  4.0000001E-01;  6.7000002E-01;  3.9999999E-02;99;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0054243E+03;0;
  4.0000001E-01;  6.7000002E-01;  1.3000000E-01;100;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0096115E+03;0;
  4.0000001E-01;  6.7000002E-01;  2.2000000E-01;101;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  4.0000001E-01;  6.7000002E-01;  3.1000000E-01;102;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  4.9000001E-01;  6.7000002E-01;  3.9999999E-02;115;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0039187E+03;0;
  4.9000001E-01;  6.7000002E-01;  1.3000000E-01;116;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0104819E+03;0;
  4.9000001E-01;  6.7000002E-01;  2.2000000E-01;117;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0025643E+03;0;
  4.9000001E-01;  6.7000002E-01;  3.1000000E-01;118;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  5.7999998E-01;  6.7000002E-01;  3.9999999E-02;131;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0012730E+03;0;
  5.7999998E-01;  6.7000002E-01;  1.3000000E-01;132;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0059670E+03;0;
  5.7999998E-01;  6.7000002E-01;  2.2000000E-01;133;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0079805E+03;0;
  5.7999998E-01;  6.7000002E-01;  3.1000000E-01;134;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0005304E+03;0;
  6.7000002E-01;  6.7000002E-01;  3.9999999E-02;147;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000661E+03;0;
  6.7000002E-01;  6.7000002E-01;  1.3000000E-01;148;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0011824E+03;0;
  6.7000002E-01;  6.7000002E-01;  2.2000000E-01;149;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0028331E+03;0;
  6.7000002E-01;  6.7000002E-01;  3.1000000E-01;150;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0014628E+03;0;
  7.5999999E-01;  6.7000002E-01;  3.9999999E-02;163;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  7.5999999E-01;  6.7000002E-01;  1.3000000E-01;164;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000181E+03;0;
  7.5999999E-01;  6.7000002E-01;  2.2000000E-01;165;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0001537E+03;0;
  7.5999999E-01;  6.7000002E-01;  3.1000000E-01;166;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000831E+03;0;
  8.5000002E-01;  6.7000002E-01;  3.9999999E-02;179;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  8.5000002E-01;  6.7000002E-01;  1.3000000E-01;180;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  8.5000002E-01;  6.7000002E-01;  2.2000000E-01;181;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  8.5000002E-01;  6.7000002E-01;  3.1000000E-01;182;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  9.4000000E-01;  6.7000002E-01;  3.9999999E-02;192;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  9.4000000E-01;  6.7000002E-01;  1.3000000E-01;193;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  9.4000000E-01;  6.7000002E-01;  2.2000000E-01;194;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  9.4000000E-01;  6.7000002E-01;  3.1000000E-01;195;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.0300000E+00;  6.7000002E-01;  3.9999999E-02;205;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.0300000E+00;  6.7000002E-01;  1.3000000E-01;206;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.0300000E+00;  6.7000002E-01;  2.2000000E-01;207;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.0300000E+00;  6.7000002E-01;  3.1000000E-01;208;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.1200000E+00;  6.7000002E-01;  3.9999999E-02;221;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.1200000E+00;  6.7000002E-01;  1.3000000E-01;222;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.1200000E+00;  6.7000002E-01;  2.2000000E-01;223;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.1200000E+00;  6.7000002E-01;  3.1000000E-01;224;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.2100000E+00;  6.7000002E-01;  3.9999999E-02;237;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.2100000E+00;  6.7000002E-01;  1.3000000E-01;238;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.2100000E+00;  6.7000002E-01;  2.2000000E-01;239;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.2100000E+00;  6.7000002E-01;  3.1000000E-01;240;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  3.9999999E-02;  3.9999999E-02;  4.0000001E-01;4;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  3.9999999E-02;  1.3000000E-01;  4.0000001E-01;9;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  3.9999999E-02;  2.2000000E-01;  4.0000001E-01;14;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  3.9999999E-02;  3.1000000E-01;  4.0000001E-01;19;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.3000000E-01;  3.9999999E-02;  4.0000001E-01;44;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  2.2000000E-01;  3.9999999E-02;  4.0000001E-01;60;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  3.1000000E-01;  3.9999999E-02;  4.0000001E-01;76;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  4.0000001E-01;  3.9999999E-02;  4.0000001E-01;92;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  4.9000001E-01;  3.9999999E-02;  4.0000001E-01;108;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  5.7999998E-01;  3.9999999E-02;  4.0000001E-01;124;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000767E+03;0;
  6.7000002E-01;  3.9999999E-02;  4.0000001E-01;140;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000498E+03;0;
  7.5999999E-01;  3.9999999E-02;  4.0000001E-01;156;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  8.5000002E-01;  3.9999999E-02;  4.0000001E-01;172;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  9.4000000E-01;  3.9999999E-02;  4.0000001E-01;188;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  9.4000000E-01;  2.2000000E-01;  4.0000001E-01;352;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  9.4000000E-01;  2.2000000E-01;  4.9000001E-01;353;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  9.4000000E-01;  3.1000000E-01;  4.0000001E-01;358;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000002E+03;0;
  9.4000000E-01;  3.1000000E-01;  4.9000001E-01;359;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.0300000E+00;  3.9999999E-02;  4.0000001E-01;201;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.1200000E+00;  3.9999999E-02;  4.0000001E-01;214;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.2100000E+00;  3.9999999E-02;  4.0000001E-01;230;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.0300000E+00;  2.2000000E-01;  4.0000001E-01;334;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.0300000E+00;  2.2000000E-01;  4.9000001E-01;335;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.0300000E+00;  3.1000000E-01;  4.0000001E-01;340;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.0300000E+00;  3.1000000E-01;  4.9000001E-01;341;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  3.9999999E-02;  4.0000001E-01;  4.0000001E-01;24;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  3.9999999E-02;  4.9000001E-01;  4.0000001E-01;29;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  3.9999999E-02;  5.7999998E-01;  4.0000001E-01;34;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  9.4000000E-01;  4.0000001E-01;  4.0000001E-01;364;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000002E+03;0;
  9.4000000E-01;  4.0000001E-01;  4.9000001E-01;365;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.0300000E+00;  4.0000001E-01;  4.0000001E-01;346;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.0300000E+00;  4.0000001E-01;  4.9000001E-01;347;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  3.9999999E-02;  6.7000002E-01;  4.0000001E-01;39;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.3000000E-01;  6.7000002E-01;  4.0000001E-01;55;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  2.2000000E-01;  6.7000002E-01;  4.0000001E-01;71;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  3.1000000E-01;  6.7000002E-01;  4.0000001E-01;87;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  4.0000001E-01;  6.7000002E-01;  4.0000001E-01;103;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  4.9000001E-01;  6.7000002E-01;  4.0000001E-01;119;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  5.7999998E-01;  6.7000002E-01;  4.0000001E-01;135;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000767E+03;0;
  6.7000002E-01;  6.7000002E-01;  4.0000001E-01;151;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000498E+03;0;
  7.5999999E-01;  6.7000002E-01;  4.0000001E-01;167;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  8.5000002E-01;  6.7000002E-01;  4.0000001E-01;183;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  9.4000000E-01;  6.7000002E-01;  4.0000001E-01;196;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.0300000E+00;  6.7000002E-01;  4.0000001E-01;209;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.1200000E+00;  6.7000002E-01;  4.0000001E-01;225;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.2100000E+00;  6.7000002E-01;  4.0000001E-01;241;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.3000000E+00;  3.9999999E-02;  3.9999999E-02;242;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.3000000E+00;  3.9999999E-02;  1.3000000E-01;243;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.3000000E+00;  3.9999999E-02;  2.2000000E-01;244;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.3000000E+00;  3.9999999E-02;  3.1000000E-01;245;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.3000000E+00;  3.9999999E-02;  4.0000001E-01;246;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.3000000E+00;  1.3000000E-01;  3.9999999E-02;247;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.3000000E+00;  2.2000000E-01;  3.9999999E-02;248;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.3000000E+00;  3.1000000E-01;  3.9999999E-02;249;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.3000000E+00;  4.0000001E-01;  3.9999999E-02;250;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.3000000E+00;  4.9000001E-01;  3.9999999E-02;251;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.3000000E+00;  5.7999998E-01;  3.9999999E-02;252;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.3000000E+00;  6.7000002E-01;  3.9999999E-02;253;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.3000000E+00;  6.7000002E-01;  1.3000000E-01;254;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.3000000E+00;  6.7000002E-01;  2.2000000E-01;255;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.3000000E+00;  6.7000002E-01;  3.1000000E-01;256;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.3000000E+00;  6.7000002E-01;  4.0000001E-01;257;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.3900000E+00;  3.9999999E-02;  3.9999999E-02;258;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.3900000E+00;  3.9999999E-02;  1.3000000E-01;259;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.3900000E+00;  3.9999999E-02;  2.2000000E-01;260;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.3900000E+00;  3.9999999E-02;  3.1000000E-01;261;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.3900000E+00;  3.9999999E-02;  4.0000001E-01;262;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.3900000E+00;  1.3000000E-01;  3.9999999E-02;263;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.3900000E+00;  2.2000000E-01;  3.9999999E-02;264;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.3900000E+00;  3.1000000E-01;  3.9999999E-02;265;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.3900000E+00;  4.0000001E-01;  3.9999999E-02;266;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.3900000E+00;  4.9000001E-01;  3.9999999E-02;267;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.3900000E+00;  5.7999998E-01;  3.9999999E-02;268;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.3900000E+00;  6.7000002E-01;  3.9999999E-02;269;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.3900000E+00;  6.7000002E-01;  1.3000000E-01;270;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.3900000E+00;  6.7000002E-01;  2.2000000E-01;271;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.3900000E+00;  6.7000002E-01;  3.1000000E-01;272;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.3900000E+00;  6.7000002E-01;  4.0000001E-01;273;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.4800000E+00;  3.9999999E-02;  3.9999999E-02;274;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.4800000E+00;  3.9999999E-02;  1.3000000E-01;275;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.4800000E+00;  3.9999999E-02;  2.2000000E-01;276;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.4800000E+00;  3.9999999E-02;  3.1000000E-01;277;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.4800000E+00;  3.9999999E-02;  4.0000001E-01;278;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.4800000E+00;  1.3000000E-01;  3.9999999E-02;279;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.4800000E+00;  2.2000000E-01;  3.9999999E-02;280;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.4800000E+00;  3.1000000E-01;  3.9999999E-02;281;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.4800000E+00;  4.0000001E-01;  3.9999999E-02;282;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.4800000E+00;  4.9000001E-01;  3.9999999E-02;283;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.4800000E+00;  5.7999998E-01;  3.9999999E-02;284;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.4800000E+00;  6.7000002E-01;  3.9999999E-02;285;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.4800000E+00;  6.7000002E-01;  1.3000000E-01;286;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.4800000E+00;  6.7000002E-01;  2.2000000E-01;287;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.4800000E+00;  6.7000002E-01;  3.1000000E-01;288;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.4800000E+00;  6.7000002E-01;  4.0000001E-01;289;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.5700001E+00;  3.9999999E-02;  3.9999999E-02;290;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.5700001E+00;  3.9999999E-02;  1.3000000E-01;291;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.5700001E+00;  3.9999999E-02;  2.2000000E-01;292;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.5700001E+00;  3.9999999E-02;  3.1000000E-01;293;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.5700001E+00;  3.9999999E-02;  4.0000001E-01;294;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.5700001E+00;  1.3000000E-01;  3.9999999E-02;295;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.5700001E+00;  1.3000000E-01;  1.3000000E-01;296;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.5700001E+00;  1.3000000E-01;  2.2000000E-01;297;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.5700001E+00;  1.3000000E-01;  3.1000000E-01;298;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.5700001E+00;  1.3000000E-01;  4.0000001E-01;299;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.5700001E+00;  2.2000000E-01;  3.9999999E-02;300;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.5700001E+00;  2.2000000E-01;  1.3000000E-01;301;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.5700001E+00;  2.2000000E-01;  2.2000000E-01;302;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.5700001E+00;  2.2000000E-01;  3.1000000E-01;303;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.5700001E+00;  2.2000000E-01;  4.0000001E-01;304;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.5700001E+00;  3.1000000E-01;  3.9999999E-02;305;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.5700001E+00;  3.1000000E-01;  1.3000000E-01;306;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.5700001E+00;  3.1000000E-01;  2.2000000E-01;307;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.5700001E+00;  3.1000000E-01;  3.1000000E-01;308;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.5700001E+00;  3.1000000E-01;  4.0000001E-01;309;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.5700001E+00;  4.0000001E-01;  3.9999999E-02;310;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.5700001E+00;  4.0000001E-01;  1.3000000E-01;311;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.5700001E+00;  4.0000001E-01;  2.2000000E-01;312;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.5700001E+00;  4.0000001E-01;  3.1000000E-01;313;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.5700001E+00;  4.0000001E-01;  4.0000001E-01;314;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.5700001E+00;  4.9000001E-01;  3.9999999E-02;315;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.5700001E+00;  4.9000001E-01;  1.3000000E-01;316;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.5700001E+00;  4.9000001E-01;  2.2000000E-01;317;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.5700001E+00;  4.9000001E-01;  3.1000000E-01;318;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.5700001E+00;  4.9000001E-01;  4.0000001E-01;319;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.5700001E+00;  5.7999998E-01;  3.9999999E-02;320;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.5700001E+00;  5.7999998E-01;  1.3000000E-01;321;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.5700001E+00;  5.7999998E-01;  2.2000000E-01;322;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.5700001E+00;  5.7999998E-01;  3.1000000E-01;323;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.5700001E+00;  5.7999998E-01;  4.0000001E-01;324;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.5700001E+00;  6.7000002E-01;  3.9999999E-02;325;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.5700001E+00;  6.7000002E-01;  1.3000000E-01;326;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.5700001E+00;  6.7000002E-01;  2.2000000E-01;327;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.5700001E+00;  6.7000002E-01;  3.1000000E-01;328;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.5700001E+00;  6.7000002E-01;  4.0000001E-01;329;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;
  1.4491805E-01;  1.4402297E-01;  1.0707860E-01;366;  8.0256388E-02;  1.0675781E-01; -4.7079116E-02;  9.9986823E+02;3;
  1.7178544E-01;  1.5187891E-01;  1.7770357E-01;367;  1.5758066E-01;  1.4742748E-01; -5.8689967E-02;  9.9766125E+02;3;
